presFesto-1 [V]	AWM5-5 [V]	MPX700-2 [V]
5.006	1.057	0.018
5.002	1.057	0.018
5.003	1.056	0.018
5.002	1.057	0.018
5.001	1.056	0.018
5.002	1.057	0.017
5.004	1.056	0.018
5.002	1.056	0.018
5.003	1.056	0.017
5.003	1.056	0.018
5.004	1.055	0.018
5.004	1.055	0.017
5.003	1.055	0.018
5.003	1.056	0.017
5.004	1.056	0.018
5.001	1.056	0.018
5.002	1.056	0.017
5.002	1.056	0.018
5.002	1.056	0.018
5.002	1.056	0.017
5.003	1.055	0.018
5.002	1.056	0.018
5.003	1.056	0.018
5.001	1.056	0.018
5.002	1.057	0.017
5.002	1.056	0.017
5.002	1.056	0.018
5.002	1.057	0.018
5.005	1.056	0.018
5.001	1.056	0.018
5.007	1.057	0.018
5.003	1.056	0.018
5.002	1.056	0.018
5.002	1.056	0.018
5.002	1.056	0.017
5.003	1.057	0.018
5.005	1.056	0.018
5.003	1.057	0.018
5.002	1.059	0.017
5.002	1.059	0.018
5.005	1.060	0.018
5.004	1.061	0.018
5.003	1.062	0.018
5.000	1.062	0.017
5.002	1.063	0.018
5.000	1.063	0.017
4.999	1.064	0.018
5.002	1.063	0.017
5.002	1.064	0.018
5.003	1.064	0.017
5.002	1.065	0.018
5.006	1.064	0.018
5.002	1.064	0.018
5.002	1.064	0.017
5.001	1.064	0.018
5.002	1.064	0.018
5.003	1.064	0.018
5.003	1.064	0.018
5.004	1.065	0.018
5.003	1.065	0.017
5.004	1.065	0.018
5.006	1.065	0.018
5.002	1.066	0.017
5.003	1.065	0.018
5.000	1.065	0.018
5.005	1.065	0.018
5.003	1.064	0.018
5.002	1.065	0.018
5.004	1.064	0.018
5.005	1.064	0.018
5.004	1.064	0.018
5.003	1.063	0.018
5.000	1.064	0.018
5.002	1.064	0.018
5.004	1.064	0.018
5.002	1.064	0.018
5.002	1.064	0.017
5.002	1.064	0.018
5.002	1.063	0.018
5.002	1.063	0.018
5.004	1.063	0.017
5.005	1.062	0.018
5.002	1.062	0.018
5.003	1.062	0.018
5.002	1.062	0.018
5.002	1.062	0.018
5.004	1.062	0.018
5.003	1.062	0.017
5.004	1.061	0.018
5.005	1.060	0.017
5.004	1.061	0.018
5.003	1.061	0.018
5.003	1.060	0.018
5.000	1.060	0.019
5.001	1.059	0.017
5.002	1.059	0.018
5.004	1.058	0.018
5.004	1.057	0.018
5.002	1.057	0.018
5.002	1.057	0.017
5.004	1.057	0.018
5.002	1.056	0.018
5.003	1.056	0.018
5.002	1.056	0.017
5.001	1.057	0.017
5.002	1.055	0.017
5.003	1.056	0.018
5.002	1.056	0.018
5.003	1.056	0.017
5.006	1.056	0.018
5.002	1.056	0.018
5.005	1.056	0.018
5.004	1.056	0.017
5.004	1.055	0.017
5.004	1.056	0.017
5.002	1.056	0.018
5.004	1.056	0.018
5.003	1.056	0.018
5.004	1.056	0.018
5.003	1.056	0.018
5.004	1.056	0.018
5.005	1.055	0.018
5.004	1.055	0.018
5.004	1.055	0.018
5.003	1.055	0.018
5.003	1.056	0.018
5.002	1.056	0.017
5.001	1.056	0.018
5.001	1.058	0.017
5.005	1.058	0.018
5.003	1.059	0.017
5.002	1.060	0.017
5.003	1.060	0.017
5.003	1.062	0.017
5.004	1.062	0.018
5.002	1.063	0.018
5.002	1.064	0.018
5.002	1.064	0.018
5.004	1.064	0.017
5.002	1.064	0.018
5.002	1.064	0.018
5.005	1.064	0.018
5.008	1.063	0.018
5.006	1.063	0.018
5.004	1.062	0.018
5.004	1.061	0.018
5.003	1.062	0.017
5.000	1.061	0.018
5.003	1.062	0.018
5.000	1.062	0.018
5.002	1.062	0.018
5.004	1.063	0.018
5.003	1.063	0.017
5.002	1.063	0.018
5.002	1.063	0.017
5.000	1.063	0.018
5.001	1.063	0.018
4.999	1.064	0.017
5.005	1.063	0.018
5.003	1.064	0.018
5.004	1.064	0.018
5.005	1.063	0.018
5.003	1.064	0.018
5.004	1.064	0.017
5.002	1.064	0.017
5.000	1.065	0.018
5.001	1.064	0.017
5.000	1.064	0.018
5.004	1.065	0.018
5.000	1.064	0.018
5.003	1.065	0.017
5.003	1.064	0.017
5.005	1.064	0.018
5.002	1.064	0.017
5.003	1.064	0.018
5.002	1.064	0.018
5.001	1.064	0.017
5.002	1.063	0.018
4.999	1.063	0.018
5.002	1.063	0.018
5.005	1.063	0.018
5.002	1.063	0.017
5.004	1.063	0.018
5.002	1.063	0.018
5.002	1.063	0.018
5.002	1.062	0.018
5.001	1.062	0.018
5.004	1.061	0.018
5.003	1.062	0.017
5.003	1.062	0.018
5.002	1.061	0.018
5.004	1.061	0.018
5.003	1.060	0.017
5.003	1.060	0.017
5.002	1.060	0.017
5.005	1.060	0.018
5.001	1.060	0.018
5.002	1.059	0.018
5.005	1.059	0.018
5.001	1.058	0.018
5.004	1.059	0.018
5.004	1.058	0.018
5.002	1.058	0.018
5.003	1.057	0.018
5.002	1.057	0.018
5.002	1.058	0.018
5.003	1.057	0.017
5.002	1.057	0.018
5.002	1.057	0.018
5.003	1.057	0.018
5.002	1.057	0.018
5.005	1.056	0.018
5.005	1.057	0.018
5.002	1.057	0.017
5.002	1.057	0.018
5.002	1.057	0.018
5.003	1.057	0.018
5.003	1.058	0.018
5.002	1.058	0.018
5.004	1.057	0.018
5.003	1.058	0.018
5.004	1.058	0.018
5.004	1.057	0.018
5.002	1.058	0.018
5.005	1.057	0.017
5.002	1.057	0.018
5.000	1.057	0.018
5.001	1.057	0.018
5.002	1.057	0.018
5.002	1.057	0.017
5.003	1.057	0.018
5.001	1.057	0.018
5.004	1.058	0.018
5.004	1.058	0.018
5.001	1.058	0.018
5.002	1.058	0.017
5.001	1.058	0.018
5.000	1.057	0.018
5.002	1.058	0.018
5.005	1.058	0.018
5.005	1.058	0.018
5.002	1.058	0.018
5.004	1.058	0.017
5.004	1.058	0.018
5.004	1.058	0.017
5.003	1.058	0.018
5.004	1.059	0.018
5.004	1.059	0.017
5.004	1.059	0.018
5.004	1.060	0.018
5.001	1.060	0.018
5.006	1.061	0.018
5.005	1.061	0.017
5.005	1.061	0.017
5.004	1.061	0.018
5.004	1.061	0.018
5.002	1.062	0.017
5.004	1.062	0.017
5.002	1.062	0.017
5.000	1.061	0.018
5.004	1.061	0.018
5.005	1.061	0.018
5.004	1.061	0.018
5.003	1.059	0.018
5.004	1.059	0.018
5.002	1.059	0.018
5.001	1.059	0.018
5.001	1.059	0.018
5.003	1.059	0.018
5.003	1.059	0.018
5.004	1.059	0.017
5.005	1.059	0.018
5.004	1.058	0.017
5.004	1.058	0.018
5.005	1.058	0.018
5.004	1.057	0.018
5.004	1.057	0.018
5.005	1.057	0.017
5.002	1.056	0.018
5.004	1.058	0.018
5.005	1.056	0.018
5.003	1.056	0.018
5.003	1.056	0.018
5.002	1.056	0.017
5.003	1.057	0.018
5.002	1.056	0.018
5.002	1.056	0.018
5.003	1.056	0.018
5.002	1.055	0.017
5.002	1.056	0.018
5.001	1.056	0.018
5.001	1.055	0.018
5.005	1.055	0.018
5.004	1.055	0.018
5.005	1.055	0.017
5.000	1.055	0.018
5.002	1.056	0.018
5.003	1.056	0.017
5.003	1.057	0.017
5.002	1.057	0.018
5.002	1.058	0.018
5.004	1.059	0.018
5.006	1.059	0.017
5.001	1.060	0.018
5.005	1.060	0.017
5.003	1.060	0.017
5.003	1.060	0.017
5.002	1.060	0.018
5.003	1.060	0.017
5.002	1.060	0.017
5.001	1.060	0.018
5.001	1.060	0.018
5.003	1.060	0.018
5.001	1.060	0.018
5.003	1.060	0.018
5.000	1.059	0.017
4.999	1.059	0.017
5.000	1.059	0.018
5.001	1.059	0.017
5.001	1.059	0.018
5.001	1.060	0.018
5.003	1.060	0.018
5.003	1.059	0.017
5.004	1.060	0.018
5.004	1.060	0.018
5.002	1.060	0.018
5.003	1.060	0.018
5.004	1.061	0.017
5.004	1.060	0.018
5.002	1.060	0.018
5.003	1.059	0.018
5.005	1.060	0.018
5.003	1.059	0.018
5.004	1.059	0.017
5.007	1.059	0.018
5.001	1.059	0.017
5.004	1.058	0.018
5.000	1.058	0.017
5.002	1.059	0.018
5.001	1.059	0.017
5.005	1.059	0.017
5.002	1.059	0.018
5.002	1.059	0.017
5.003	1.059	0.018
5.002	1.059	0.018
5.002	1.059	0.018
5.003	1.059	0.018
5.004	1.060	0.017
5.002	1.060	0.018
5.002	1.061	0.018
5.001	1.060	0.018
5.003	1.060	0.018
5.004	1.060	0.018
5.007	1.060	0.018
5.003	1.060	0.018
5.004	1.060	0.018
5.003	1.060	0.018
5.004	1.060	0.018
5.004	1.061	0.017
5.002	1.061	0.018
5.004	1.061	0.017
5.003	1.060	0.018
5.004	1.061	0.017
5.005	1.061	0.018
5.002	1.061	0.017
5.002	1.061	0.018
5.002	1.062	0.018
5.003	1.061	0.018
5.002	1.062	0.018
5.000	1.062	0.018
5.003	1.061	0.018
5.004	1.062	0.018
5.003	1.063	0.018
5.005	1.063	0.017
5.003	1.062	0.018
5.002	1.062	0.018
5.002	1.062	0.018
5.003	1.062	0.018
5.001	1.062	0.017
5.002	1.062	0.018
5.004	1.063	0.018
5.006	1.063	0.018
5.006	1.063	0.018
5.004	1.063	0.018
5.004	1.063	0.018
5.003	1.063	0.017
5.003	1.062	0.018
5.004	1.063	0.017
5.003	1.062	0.018
5.002	1.063	0.018
5.002	1.063	0.018
5.002	1.063	0.018
5.001	1.063	0.018
5.002	1.063	0.017
5.003	1.063	0.017
5.003	1.063	0.018
5.001	1.062	0.018
5.000	1.063	0.017
5.001	1.063	0.018
5.003	1.063	0.018
5.005	1.062	0.017
5.003	1.063	0.018
5.006	1.062	0.018
5.003	1.063	0.018
5.002	1.062	0.017
5.003	1.062	0.018
5.005	1.063	0.018
5.004	1.062	0.018
5.004	1.062	0.018
5.003	1.062	0.018
5.004	1.062	0.018
5.003	1.061	0.017
5.005	1.061	0.018
5.004	1.061	0.018
5.002	1.061	0.018
5.005	1.060	0.018
5.002	1.060	0.017
5.001	1.060	0.018
5.001	1.060	0.018
5.003	1.059	0.018
5.003	1.059	0.018
5.003	1.059	0.018
5.003	1.059	0.018
5.003	1.059	0.018
5.000	1.059	0.017
5.001	1.059	0.018
5.000	1.058	0.018
5.000	1.058	0.018
5.002	1.058	0.017
5.003	1.058	0.018
5.003	1.057	0.018
5.004	1.057	0.018
5.005	1.058	0.018
5.002	1.057	0.018
5.002	1.057	0.018
5.002	1.057	0.018
5.001	1.057	0.018
5.004	1.057	0.018
5.004	1.058	0.018
5.005	1.057	0.018
5.005	1.057	0.018
5.005	1.058	0.018
5.004	1.057	0.018
5.001	1.057	0.018
5.003	1.057	0.017
4.999	1.058	0.018
5.001	1.058	0.018
5.003	1.058	0.018
5.003	1.058	0.018
5.001	1.058	0.017
5.003	1.059	0.017
5.003	1.059	0.018
5.004	1.058	0.018
5.000	1.058	0.018
5.002	1.058	0.018
5.003	1.059	0.018
5.001	1.057	0.018
5.003	1.058	0.018
5.003	1.059	0.018
5.002	1.059	0.018
5.004	1.058	0.018
5.005	1.058	0.018
5.004	1.058	0.018
5.005	1.058	0.018
5.006	1.057	0.018
5.002	1.057	0.018
5.003	1.057	0.018
5.001	1.057	0.018
5.003	1.057	0.017
5.002	1.058	0.017
5.002	1.058	0.018
5.002	1.058	0.018
5.002	1.058	0.017
5.003	1.058	0.017
5.000	1.058	0.018
5.000	1.057	0.018
5.001	1.057	0.018
5.003	1.058	0.017
5.002	1.058	0.018
5.003	1.059	0.018
5.002	1.058	0.018
5.000	1.059	0.017
5.002	1.059	0.018
5.004	1.059	0.017
5.004	1.059	0.017
5.007	1.060	0.018
4.999	1.059	0.018
5.004	1.059	0.017
5.003	1.059	0.018
5.003	1.059	0.018
5.004	1.060	0.018
5.004	1.060	0.018
5.003	1.059	0.018
5.006	1.059	0.018
5.002	1.059	0.018
5.003	1.059	0.018
4.999	1.059	0.018
5.003	1.059	0.018
5.001	1.059	0.018
5.004	1.059	0.018
5.002	1.059	0.018
5.001	1.060	0.018
5.001	1.059	0.018
5.003	1.059	0.018
5.002	1.059	0.017
5.003	1.059	0.018
5.001	1.059	0.018
5.001	1.059	0.017
5.001	1.059	0.018
5.002	1.059	0.018
5.003	1.059	0.017
5.003	1.059	0.018
5.004	1.059	0.018
5.005	1.058	0.018
5.003	1.059	0.018
5.003	1.059	0.018
5.001	1.058	0.018
5.004	1.059	0.018
5.003	1.059	0.017
5.002	1.058	0.018
5.002	1.059	0.018
5.000	1.059	0.018
5.002	1.059	0.018
5.003	1.059	0.018
5.003	1.060	0.018
5.002	1.059	0.018
5.000	1.060	0.018
5.001	1.060	0.018
5.002	1.060	0.017
5.000	1.060	0.018
5.000	1.061	0.018
5.001	1.060	0.017
5.001	1.061	0.018
5.004	1.061	0.017
5.002	1.061	0.018
5.003	1.061	0.017
5.001	1.061	0.017
5.002	1.061	0.018
5.003	1.062	0.018
5.004	1.061	0.018
5.003	1.062	0.017
5.005	1.062	0.018
5.005	1.062	0.017
5.006	1.062	0.018
5.005	1.061	0.017
5.006	1.061	0.017
5.003	1.063	0.018
5.002	1.062	0.018
5.003	1.062	0.017
5.004	1.063	0.018
5.002	1.062	0.018
5.002	1.063	0.018
5.004	1.063	0.018
5.006	1.063	0.017
5.002	1.062	0.018
5.003	1.063	0.017
5.002	1.063	0.018
5.000	1.063	0.019
5.001	1.064	0.018
5.002	1.063	0.018
5.003	1.064	0.018
5.005	1.063	0.018
5.005	1.063	0.018
5.004	1.063	0.018
5.004	1.063	0.018
5.004	1.063	0.017
5.002	1.063	0.017
5.003	1.063	0.018
5.005	1.063	0.018
5.005	1.063	0.018
5.005	1.063	0.018
5.005	1.062	0.018
5.006	1.063	0.017
5.006	1.062	0.018
5.006	1.062	0.017
5.004	1.062	0.017
5.001	1.062	0.018
5.006	1.062	0.018
5.003	1.061	0.018
5.002	1.062	0.017
5.004	1.061	0.018
5.001	1.061	0.018
5.004	1.061	0.018
5.006	1.061	0.018
5.003	1.060	0.018
5.001	1.060	0.018
5.002	1.061	0.018
5.004	1.060	0.018
5.001	1.060	0.017
5.004	1.060	0.018
5.003	1.059	0.017
5.003	1.060	0.018
5.004	1.060	0.018
5.002	1.060	0.018
5.004	1.058	0.017
5.001	1.058	0.017
5.003	1.059	0.018
5.002	1.059	0.018
5.004	1.058	0.018
5.004	1.058	0.018
5.004	1.057	0.017
5.006	1.057	0.018
5.001	1.057	0.017
5.004	1.056	0.018
5.001	1.056	0.018
5.002	1.056	0.018
5.001	1.056	0.017
4.999	1.057	0.018
5.001	1.057	0.018
5.003	1.056	0.017
5.001	1.056	0.018
5.004	1.056	0.018
5.005	1.056	0.018
5.003	1.056	0.018
5.003	1.055	0.018
5.001	1.056	0.017
5.002	1.056	0.018
5.001	1.056	0.018
5.003	1.056	0.018
5.005	1.056	0.018
5.004	1.056	0.018
5.004	1.056	0.018
5.006	1.056	0.018
5.003	1.056	0.018
5.003	1.056	0.018
5.004	1.055	0.018
5.002	1.056	0.018
5.003	1.056	0.018
5.001	1.056	0.017
5.003	1.057	0.017
5.002	1.058	0.018
5.005	1.059	0.018
5.003	1.061	0.018
5.003	1.062	0.018
5.004	1.063	0.018
5.001	1.064	0.018
5.001	1.066	0.018
4.999	1.066	0.018
5.001	1.066	0.018
5.003	1.066	0.017
5.004	1.065	0.017
5.002	1.065	0.017
5.003	1.065	0.018
5.004	1.064	0.018
5.004	1.065	0.018
5.005	1.064	0.018
5.001	1.065	0.018
5.002	1.065	0.018
5.002	1.065	0.017
5.002	1.065	0.017
5.004	1.066	0.018
5.002	1.065	0.018
5.002	1.066	0.018
5.003	1.066	0.017
5.003	1.066	0.018
5.002	1.066	0.017
5.002	1.066	0.018
5.001	1.066	0.018
5.002	1.067	0.018
5.001	1.068	0.018
5.001	1.069	0.018
5.004	1.070	0.018
5.003	1.071	0.018
5.002	1.072	0.018
5.003	1.071	0.017
5.005	1.071	0.018
5.002	1.071	0.018
5.001	1.069	0.017
5.000	1.069	0.018
5.003	1.069	0.018
5.001	1.068	0.018
5.002	1.069	0.018
5.003	1.069	0.018
5.005	1.068	0.018
5.005	1.068	0.018
5.005	1.067	0.018
5.004	1.067	0.018
5.007	1.066	0.018
5.004	1.065	0.018
5.002	1.064	0.017
5.002	1.063	0.018
5.004	1.064	0.018
5.002	1.063	0.017
5.003	1.063	0.018
5.003	1.064	0.018
5.002	1.063	0.018
5.001	1.063	0.018
5.002	1.064	0.018
5.002	1.063	0.018
5.003	1.063	0.018
5.002	1.062	0.018
5.002	1.061	0.018
5.002	1.060	0.018
5.003	1.058	0.018
5.003	1.058	0.018
5.003	1.057	0.017
5.006	1.056	0.018
5.002	1.057	0.018
5.002	1.056	0.018
5.004	1.055	0.018
5.005	1.055	0.018
5.003	1.055	0.018
5.001	1.056	0.018
5.004	1.055	0.018
5.003	1.055	0.018
5.004	1.056	0.018
5.005	1.055	0.017
5.004	1.054	0.018
5.003	1.054	0.018
5.002	1.054	0.018
5.003	1.053	0.018
5.000	1.053	0.018
5.000	1.054	0.018
5.004	1.054	0.018
5.003	1.053	0.018
5.005	1.054	0.018
4.998	1.053	0.018
5.002	1.052	0.018
5.002	1.052	0.018
5.002	1.052	0.018
5.002	1.052	0.018
5.003	1.052	0.018
5.003	1.052	0.018
5.002	1.052	0.017
5.003	1.052	0.018
5.004	1.052	0.018
5.002	1.053	0.018
5.001	1.052	0.018
5.004	1.052	0.018
5.000	1.052	0.018
5.002	1.053	0.018
5.003	1.053	0.018
5.004	1.053	0.018
5.003	1.052	0.018
5.004	1.053	0.017
5.003	1.053	0.018
5.001	1.054	0.018
5.002	1.054	0.018
5.003	1.054	0.018
5.002	1.054	0.018
5.002	1.054	0.018
4.998	1.054	0.018
5.003	1.053	0.017
5.001	1.053	0.018
5.002	1.053	0.018
5.002	1.053	0.018
5.002	1.053	0.017
5.002	1.053	0.018
5.000	1.053	0.018
5.001	1.053	0.018
5.002	1.053	0.018
5.001	1.053	0.018
5.004	1.053	0.018
5.007	1.053	0.018
5.002	1.052	0.018
5.006	1.053	0.018
5.004	1.053	0.018
5.003	1.052	0.018
5.004	1.052	0.018
5.003	1.052	0.018
5.003	1.052	0.018
5.002	1.052	0.017
5.003	1.052	0.019
5.001	1.052	0.018
5.002	1.052	0.017
5.002	1.052	0.018
5.001	1.052	0.018
4.999	1.052	0.017
5.001	1.052	0.017
5.000	1.052	0.017
5.002	1.052	0.018
5.003	1.053	0.018
5.003	1.053	0.018
5.002	1.053	0.018
5.004	1.054	0.018
5.004	1.053	0.017
5.005	1.053	0.018
5.002	1.054	0.018
5.004	1.053	0.018
5.003	1.053	0.018
5.002	1.053	0.017
5.006	1.052	0.018
5.001	1.054	0.017
5.005	1.053	0.018
5.007	1.054	0.017
5.004	1.054	0.017
5.002	1.054	0.017
5.004	1.054	0.018
5.001	1.053	0.017
5.001	1.054	0.018
5.003	1.054	0.018
5.002	1.054	0.018
5.002	1.054	0.018
5.003	1.055	0.018
5.004	1.054	0.018
5.004	1.055	0.017
5.005	1.055	0.018
5.001	1.055	0.018
5.002	1.055	0.018
5.004	1.055	0.018
5.004	1.056	0.018
5.002	1.056	0.018
5.005	1.055	0.018
5.005	1.056	0.018
5.005	1.056	0.018
5.005	1.057	0.018
5.004	1.057	0.018
5.006	1.056	0.017
5.005	1.057	0.018
5.004	1.057	0.018
5.003	1.057	0.018
5.004	1.057	0.018
5.002	1.058	0.017
5.002	1.058	0.018
5.005	1.059	0.018
5.003	1.058	0.017
5.002	1.060	0.018
5.001	1.060	0.018
5.002	1.061	0.017
5.001	1.061	0.018
5.002	1.062	0.018
5.003	1.062	0.018
5.002	1.062	0.018
5.003	1.063	0.018
5.001	1.063	0.018
5.002	1.063	0.017
5.003	1.063	0.018
5.001	1.063	0.018
5.002	1.064	0.018
5.003	1.064	0.018
5.003	1.064	0.018
5.003	1.063	0.018
5.002	1.063	0.018
5.003	1.064	0.017
5.003	1.064	0.017
5.003	1.064	0.018
5.004	1.063	0.018
5.002	1.063	0.018
5.001	1.064	0.017
5.004	1.063	0.018
5.005	1.064	0.017
5.003	1.064	0.018
5.003	1.064	0.018
5.002	1.064	0.017
5.002	1.063	0.018
5.001	1.063	0.018
5.001	1.064	0.017
5.003	1.064	0.018
5.003	1.063	0.018
5.001	1.065	0.018
5.002	1.064	0.017
5.000	1.064	0.018
5.002	1.064	0.018
5.002	1.064	0.018
4.999	1.064	0.017
5.004	1.063	0.018
5.002	1.064	0.018
5.003	1.064	0.017
5.001	1.064	0.018
5.002	1.064	0.018
5.004	1.064	0.017
5.005	1.064	0.017
5.004	1.064	0.018
5.005	1.064	0.018
5.003	1.064	0.017
5.005	1.064	0.018
5.004	1.064	0.017
5.004	1.064	0.017
5.003	1.063	0.018
5.003	1.064	0.018
5.002	1.063	0.018
5.002	1.064	0.018
5.003	1.064	0.018
5.003	1.063	0.018
5.002	1.063	0.018
5.002	1.064	0.017
5.001	1.063	0.018
5.001	1.063	0.017
5.002	1.063	0.018
5.004	1.064	0.018
5.002	1.064	0.018
5.000	1.063	0.017
5.003	1.063	0.018
5.004	1.064	0.018
5.004	1.063	0.018
5.004	1.063	0.018
5.002	1.063	0.018
5.004	1.063	0.018
5.002	1.063	0.018
5.003	1.063	0.018
5.004	1.064	0.018
5.005	1.063	0.018
5.003	1.063	0.018
5.004	1.064	0.018
5.003	1.063	0.018
5.003	1.062	0.017
4.999	1.063	0.018
5.000	1.062	0.018
5.003	1.063	0.017
5.000	1.063	0.017
5.002	1.063	0.018
5.002	1.062	0.017
5.003	1.063	0.018
5.002	1.062	0.018
5.002	1.062	0.017
5.000	1.062	0.018
5.002	1.063	0.018
5.000	1.062	0.018
5.002	1.062	0.017
5.003	1.062	0.018
5.001	1.062	0.018
5.002	1.062	0.018
5.003	1.062	0.018
5.004	1.062	0.018
5.003	1.062	0.017
5.003	1.062	0.017
5.004	1.061	0.018
5.003	1.062	0.018
5.005	1.061	0.018
5.005	1.061	0.018
5.003	1.062	0.018
5.004	1.061	0.018
5.006	1.062	0.017
5.005	1.061	0.018
5.003	1.061	0.018
5.001	1.061	0.017
5.000	1.061	0.018
5.003	1.061	0.018
5.001	1.062	0.018
5.001	1.061	0.018
5.003	1.062	0.018
5.001	1.061	0.018
5.005	1.061	0.018
5.003	1.061	0.018
5.003	1.061	0.018
5.003	1.061	0.018
5.004	1.061	0.017
5.004	1.060	0.018
5.001	1.061	0.018
5.003	1.061	0.017
5.004	1.061	0.018
5.005	1.060	0.017
5.003	1.061	0.018
5.005	1.061	0.018
5.004	1.061	0.017
5.002	1.060	0.018
5.003	1.061	0.017
5.000	1.060	0.018
5.002	1.060	0.018
5.001	1.061	0.018
5.002	1.060	0.018
5.002	1.060	0.018
5.002	1.060	0.018
5.004	1.060	0.017
5.002	1.060	0.018
5.003	1.060	0.018
5.002	1.059	0.018
4.999	1.060	0.018
5.002	1.059	0.018
5.002	1.060	0.017
5.002	1.060	0.017
5.003	1.060	0.018
5.005	1.059	0.018
5.006	1.058	0.018
5.001	1.059	0.017
5.002	1.059	0.018
5.004	1.059	0.018
5.002	1.059	0.018
5.003	1.059	0.018
5.004	1.059	0.018
5.003	1.059	0.018
5.003	1.059	0.018
5.005	1.059	0.018
5.002	1.059	0.018
5.003	1.059	0.018
5.003	1.059	0.018
5.004	1.059	0.018
5.001	1.058	0.018
5.002	1.058	0.018
5.004	1.058	0.017
5.003	1.059	0.018
5.000	1.059	0.018
5.004	1.058	0.017
5.002	1.059	0.018
5.003	1.059	0.017
5.002	1.059	0.018
5.002	1.059	0.018
5.000	1.059	0.018
5.003	1.058	0.018
5.000	1.059	0.017
5.002	1.059	0.018
5.005	1.059	0.018
5.004	1.058	0.018
5.005	1.059	0.017
5.005	1.059	0.018
5.001	1.059	0.018
5.002	1.059	0.018
5.002	1.059	0.018
5.006	1.059	0.018
5.004	1.059	0.018
5.004	1.059	0.018
5.004	1.059	0.017
5.003	1.059	0.018
5.003	1.059	0.017
5.003	1.059	0.018
5.002	1.059	0.018
5.003	1.059	0.018
5.002	1.059	0.018
5.002	1.059	0.017
5.002	1.060	0.018
5.002	1.060	0.018
5.004	1.060	0.018
5.002	1.060	0.018
5.004	1.061	0.017
5.005	1.059	0.017
5.001	1.060	0.018
5.001	1.060	0.018
5.001	1.060	0.018
5.000	1.060	0.018
5.005	1.060	0.017
5.005	1.060	0.017
5.003	1.060	0.018
5.002	1.060	0.018
5.004	1.060	0.017
5.004	1.059	0.017
5.004	1.060	0.018
5.002	1.059	0.018
5.002	1.059	0.018
5.003	1.059	0.017
5.001	1.059	0.018
5.001	1.059	0.018
5.004	1.060	0.018
5.004	1.059	0.018
5.002	1.060	0.018
5.002	1.060	0.018
5.001	1.060	0.018
5.001	1.060	0.017
5.002	1.060	0.017
5.001	1.059	0.017
5.001	1.059	0.018
5.004	1.059	0.018
5.003	1.059	0.017
5.001	1.060	0.018
5.002	1.059	0.018
5.004	1.059	0.017
5.005	1.059	0.017
5.004	1.060	0.018
5.005	1.060	0.018
5.002	1.060	0.018
5.003	1.060	0.018
5.003	1.060	0.017
5.003	1.060	0.018
5.004	1.060	0.018
5.004	1.060	0.018
5.006	1.060	0.018
5.005	1.060	0.018
5.001	1.060	0.018
5.000	1.059	0.018
5.003	1.059	0.018
5.001	1.059	0.018
5.002	1.059	0.018
5.004	1.059	0.018
5.001	1.059	0.017
5.001	1.059	0.018
5.002	1.059	0.018
5.004	1.060	0.018
5.002	1.061	0.018
5.001	1.059	0.018
5.001	1.060	0.018
5.002	1.060	0.017
5.002	1.060	0.018
5.001	1.060	0.018
5.001	1.059	0.017
5.004	1.060	0.018
5.004	1.060	0.018
5.004	1.060	0.018
5.002	1.060	0.018
5.003	1.059	0.018
5.001	1.059	0.018
5.003	1.059	0.017
5.000	1.058	0.018
5.003	1.059	0.018
5.003	1.060	0.018
5.002	1.059	0.018
5.003	1.059	0.017
5.002	1.059	0.018
5.006	1.059	0.018
5.003	1.060	0.017
5.003	1.060	0.018
5.000	1.060	0.018
5.001	1.060	0.018
5.003	1.060	0.018
5.005	1.059	0.018
5.003	1.060	0.018
5.003	1.060	0.018
5.005	1.060	0.018
5.004	1.059	0.018
5.002	1.060	0.018
5.004	1.060	0.018
5.004	1.060	0.018
5.002	1.060	0.018
5.002	1.059	0.017
5.003	1.060	0.018
5.007	1.060	0.018
5.004	1.059	0.017
5.005	1.059	0.018
5.004	1.059	0.018
5.004	1.060	0.018
5.003	1.060	0.017
5.003	1.060	0.017
5.001	1.060	0.018
5.001	1.060	0.018
5.002	1.060	0.018
5.000	1.060	0.018
5.003	1.060	0.018
5.004	1.060	0.018
5.003	1.060	0.018
5.001	1.061	0.018
5.004	1.060	0.018
5.000	1.061	0.018
5.002	1.060	0.018
4.998	1.060	0.018
5.004	1.060	0.018
5.002	1.060	0.018
5.002	1.061	0.018
5.006	1.060	0.018
5.005	1.061	0.018
5.005	1.061	0.017
5.002	1.061	0.018
5.003	1.061	0.018
5.005	1.060	0.018
5.000	1.060	0.018
5.004	1.061	0.018
5.006	1.061	0.018
5.004	1.061	0.018
5.003	1.061	0.017
5.005	1.061	0.018
5.002	1.061	0.017
5.005	1.061	0.018
5.004	1.061	0.017
5.003	1.061	0.018
5.004	1.061	0.017
5.003	1.061	0.018
5.002	1.061	0.018
5.003	1.061	0.018
5.002	1.061	0.017
5.003	1.061	0.018
5.003	1.061	0.018
5.001	1.061	0.017
5.003	1.061	0.017
5.000	1.061	0.018
5.001	1.061	0.017
5.001	1.061	0.018
5.002	1.060	0.018
5.003	1.060	0.018
5.001	1.060	0.018
5.005	1.060	0.018
5.005	1.060	0.018
5.004	1.059	0.018
5.004	1.060	0.018
5.003	1.060	0.018
5.001	1.059	0.018
5.003	1.059	0.017
